target_library,package_name,candidate_name,primary_category,component_kind,repo_count,file_count,priority,rationale,evidence_repos
shared-automation,@platphorm/automation,app-paths-manifest,automation,scheduled-job,1,5,medium,scheduled-job classified as automation with reuse potential across 1 repositories and 5 files.,mbarbine__platphorm-podcasts
shared-automation,@platphorm/automation,installer,automation,script,1,4,medium,script classified as automation with reuse potential across 1 repositories and 4 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,dependencies,automation,script,1,4,medium,script classified as automation with reuse potential across 1 repositories and 4 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,base,automation,script,1,4,medium,script classified as automation with reuse potential across 1 repositories and 4 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,vagrant,automation,script,1,4,medium,script classified as automation with reuse potential across 1 repositories and 4 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,unzip,automation,script,1,4,medium,script classified as automation with reuse potential across 1 repositories and 4 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,install-common-utils-gem,automation,script,1,4,medium,script classified as automation with reuse potential across 1 repositories and 4 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,application,automation,automation-config,1,4,medium,automation-config classified as automation with reuse potential across 1 repositories and 4 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,config,automation,automation-config,1,4,medium,automation-config classified as automation with reuse potential across 1 repositories and 4 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,fixture-script,automation,automation-config,1,4,medium,automation-config classified as automation with reuse potential across 1 repositories and 4 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,xdebug,automation,automation-config,1,4,medium,automation-config classified as automation with reuse potential across 1 repositories and 4 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,kitchen,automation,infrastructure-automation,1,4,medium,infrastructure-automation classified as automation with reuse potential across 1 repositories and 4 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,pre-commit-config,automation,infrastructure-automation,1,4,medium,infrastructure-automation classified as automation with reuse potential across 1 repositories and 4 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,config,automation,infrastructure-automation,1,4,medium,infrastructure-automation classified as automation with reuse potential across 1 repositories and 4 files.,mbarbine__Scripts
shared-process,@platphorm/process,targets11,process,process-document,1,3,medium,process-document classified as process with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,provision,automation,script,1,3,medium,script classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,gradle,automation,script,1,3,medium,script classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,zerodisk,automation,script,1,3,medium,script classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,virtualbox,automation,script,1,3,medium,script classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,whatsapp-config,automation,script,1,3,medium,script classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,vmware,automation,script,1,3,medium,script classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,awsinit,automation,script,1,3,medium,script classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,grep-ami-id,automation,script,1,3,medium,script classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,vagrant-configure,automation,script,1,3,medium,script classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,nodesource-setup,automation,script,1,3,medium,script classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,report-conditional-access-policies,automation,script,1,3,medium,script classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,report-admin-azure-adaccounts-no-mfa,automation,script,1,3,medium,script classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,editor-plugin-src,automation,automation-config,1,3,medium,automation-config classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-logic,@platphorm/logic,en-dlg,logic,business-logic,1,3,medium,business-logic classified as logic with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,playbook,automation,automation-config,1,3,medium,automation-config classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,vendor,automation,automation-config,1,3,medium,automation-config classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,create,automation,automation-config,1,3,medium,automation-config classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,keys,automation,automation-config,1,3,medium,automation-config classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,ecr,automation,script,1,3,medium,script classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,docker-stack-deploy,automation,script,1,3,medium,script classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,stack-backoffice,automation,automation-config,1,3,medium,automation-config classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,azure-pipelines,automation,automation-config,1,3,medium,automation-config classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-process,@platphorm/process,stack-docs,process,process-document,1,3,medium,process-document classified as process with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,stack-infrastructure,automation,infrastructure-automation,1,3,medium,infrastructure-automation classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,nexus,automation,script,1,3,medium,script classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,rollout,automation,script,1,3,medium,script classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,infra,automation,script,1,3,medium,script classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,destroy,automation,script,1,3,medium,script classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,helm-init,automation,script,1,3,medium,script classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,chart,automation,ui-primitive,1,3,medium,ui-primitive classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,values,automation,automation-config,1,3,medium,automation-config classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,notes,automation,automation-config,1,3,medium,automation-config classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,ingress,automation,automation-config,1,3,medium,automation-config classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,service,automation,automation-config,1,3,medium,automation-config classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,serviceaccount,automation,automation-config,1,3,medium,automation-config classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,test-connection,automation,automation-config,1,3,medium,automation-config classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,storeconfig-job,automation,automation-config,1,3,medium,automation-config classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__Scripts
shared-process,@platphorm/process,ja4t,process,process-document,1,3,medium,process-document classified as process with reuse potential across 1 repositories and 3 files.,mbarbine__ja4mlab
shared-process,@platphorm/process,ja4s,process,process-document,1,3,medium,process-document classified as process with reuse potential across 1 repositories and 3 files.,mbarbine__ja4mlab
shared-process,@platphorm/process,ja4h,process,process-document,1,3,medium,process-document classified as process with reuse potential across 1 repositories and 3 files.,mbarbine__ja4mlab
shared-logic,@platphorm/logic,virustotal,logic,business-logic,1,3,medium,business-logic classified as logic with reuse potential across 1 repositories and 3 files.,mbarbine__platphorm-desa
shared-logic,@platphorm/logic,c2-extractor,logic,business-logic,1,3,medium,business-logic classified as logic with reuse potential across 1 repositories and 3 files.,mbarbine__platphorm-desa
shared-logic,@platphorm/logic,trace-sdk,logic,business-logic,1,3,medium,business-logic classified as logic with reuse potential across 1 repositories and 3 files.,mbarbine__platphorm-insights
shared-automation,@platphorm/automation,deployments,automation,deployment-automation,1,3,medium,deployment-automation classified as automation with reuse potential across 1 repositories and 3 files.,mbarbine__platphorm-monitor
